song_id;song_name;artists;danceability;energy;loudness;speechiness;acousticness;instrumentalness;valence;tempo;artist;artist_gender;artist_popularity;popularity;artist_region;artist_category
2GyH5rvdnfkjzsTFaWrrov;On the Road Again;{'5W5bDNCqJ1jbCgTxDD0Cb3': 'Willie Nelson'};714;658;-11342;375;654;914;85;11097;Willie Nelson;M;74;57;North America;Solo
5TBn5BUiC731JytZDUZZmp;Rose Garden;{'502FY8XQYRxClWgolQ3Hf2': 'Lynn Anderson'};596;514;-11504;287;582;0;964;130553;Lynn Anderson;F;49;47;North America;Solo
6PMDILZiYo4YzMBbE0dGK9;Lost in Your Eyes;{'18jZvCsW1PJ4FDQ5gEXuKp': 'Debbie Gibson'};482;613;-7462;295;46;856;238;14446;Debbie Gibson;F;59;65;North America;Solo
3bhgNgvkuYUpvT3Aa8nobd;Baby I Love Your Way;{'0543y7yrvny4KymoaneT4W': 'Peter Frampton'};749;246;-12847;383;614;138;308;132153;Peter Frampton;M;63;52;Europe;Solo
6hazdpTPlt5W2BTCGYKBoj;Delirious;{'5a2EaR3hamoenG9rDuVn8j': 'Prince'};92;402;-16656;549;586;434;957;9991;Prince;M;77;47;North America;Solo
0FTdoRrJfN7daYvVEBPv7H;I Like;{'34PLzyi7CdXUekiLHYyqXq': 'Men Without Hats'};67;899;-7139;405;363;387;834;143048;Men Without Hats;M;59;25;North America;Band
2Qv5EUATFNebcFGq3rN8O6;Joy;{'68kACMx6A3D2BYiO056MeQ': 'Teddy Pendergrass'};739;729;-9694;572;249;768;884;103339;Teddy Pendergrass;M;58;32;North America;Solo
3SK0wdiECK6UltzbYm2rkd;Crawl;{'7bXgB6jMjp9ATFy66eO08Z': 'Chris Brown'};41;743;-6356;591;416;0;417;176048;Chris Brown;M;94;49;North America;Solo
21f8rcouzIT9PR9j78f5MR;Jerk And Twine;{'1c9ivsDITvYJmYqbtF02FT': 'Jackie Ross'};674;724;-6837;605;463;0;919;107458;Jackie Ross;M;26;3;North America;Solo
1IfiarNT4hdLKkKAWWS1mn;Here Comes The Night - Remastered;{'2kzcxYyQIRbwtkwVtj48mG': 'Nick Gilder'};867;413;-12769;982;325;347;697;966;Nick Gilder;M;44;18;Europe;Solo
0Q6Dt2aE4h5F90uJWU1wRo;It's All Over Now;{'2oEalcjHCHizuXF2ao47F6': 'The Casinos'};434;281;-13071;251;706;0;191;78675;The Casinos;M;24;0;North America;Band
1kxq2ByL62HX8YQQdvK3mz;Behind Bars;{'1W9qOBYRTfP7HcizWN43G1': 'Slick Rick'};542;819;-6204;379;105;0;647;190282;Slick Rick;M;60;44;Europe;Solo
7EXagPENSPw79YAz500A6A;That's Not Her Style;{'6zFYqv1mOsgBRQbae3JJ9e': 'Billy Joel'};65;899;-4694;331;412;0;814;118245;Billy Joel;M;80;31;North America;Solo
7iYRJw4gh7e8YjTHb2DZOb;Play That Funky Music;{'5mGFb7wCIvqKWya2ePJQ7c': 'Roxanne'};69;787;-10431;554;433;126;716;110901;Roxanne;F;21;8;North America;Solo
0WiANN63HtYB6OEBYt863R;Rhythm of the Rain - Remastered;{'0XTxadWXVyfB8eTIYOjMYj': 'Gary Lewis & The Playboys'};56;523;-9598;288;352;252;926;126491;Gary Lewis & The Playboys;M;43;10;North America;Band
3yM53DMMIioxVy7Pha1hD0;Goodbye in Her Eyes;{'6yJCxee7QumYr820xdIsjo': 'Zac Brown Band'};4;558;-7393;38;163;376;376;81271;Zac Brown Band;M;79;56;North America;Band
2AEczTsHUKqbngBYlirrPV;Choo Choo Mama;{'7nkLRaWHImCvWGHdNGnhVE': 'Ten Years After'};272;879;-10367;494;563;163;689;163501;Ten Years After;M;56;23;Europe;Band
10c9f9nB07sPG8M3Ppo5XR;Honky Tonk '65;{'52GxmJdAcByy1ZyPivpUns': 'Lonnie Mack'};538;864;-5673;556;647;391;866;63845;Lonnie Mack;M;37;3;North America;Solo
1IAzD1muglOxOcPbUHs70R;Whatever You Like;{'4OBJLual30L7gRl5UkeRcT': 'T.I.'};68;687;-6162;709;161;0;467;150053;T.I.;M;80;73;North America;Solo
1dXUWskP4zy7Inqpfy5hf6;Love Don't Run;{'0iYwcf0XreyCAswJOJMOII': 'Steve Holy'};512;532;-328;301;475;0;256;147473;Steve Holy;M;49;38;North America;Solo
67RJNtbJ5YMOMOM9kfhhGM;I've Never Been in Love;{'15jHZ1EZwmm2QDjKctvqJQ': 'Suzi Quatro'};401;995;-6166;583;324;261;655;173754;Suzi Quatro;F;57;19;North America;Solo
7gDVjl5fEw2OPAtjbW4LzR;Weak And Powerless;{'4DFhHyjvGYa9wxdHUjtDkc': 'A Perfect Circle'};483;841;-7494;523;172;861;129;159747;A Perfect Circle;M;69;56;North America;Band
0kr6d8wHDQPlzuET33NVn6;All You Wanted;{'5rScKX1Sh1U67meeUyTGwk': 'Michelle Branch'};499;72;-9101;286;466;303;652;96103;Michelle Branch;F;63;60;North America;Solo
2F6gQSyJsFtx4PRzhyFrDw;Cuddly Toy - The Feel For Me Mix;{'5S3EbUETKlfsBRUiBKnqer': 'Roachford'};698;812;-7904;324;857;0;931;123915;Roachford;M;43;4;Europe;Solo
1Y1f545iaGofOJo4qya2e5;(What) In the Name of Love;{'3C6chBmZ9wzisBhoh8G2nK': 'Naked Eyes'};705;751;-12224;385;646;172;833;113482;Naked Eyes;M;52;28;Europe;Band
3aDLQfcTV8c3zVFEYE1mHb;It Might Be You;{'3JhRHqCi8HEzkJVWt19LtN': 'Stephen Bishop'};531;48;-8626;239;276;217;181;89599;Stephen Bishop;M;54;46;North America;Band
4SmiFk4zGbPVf0vvoSDvuG;Too Blind to See It;{'40PLSl99xXqAQsCQQPmfyM': 'Kym Sims'};776;585;-11551;361;403;227;698;118996;Kym Sims;F;33;38;North America;Band
04S1pkp1VaIqjg8zZqknR5;Enchanted;{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'};519;601;-372;259;657;691;218;81917;Taylor Swift;F;97;59;North America;Solo
6NuCtsa6TSG1yDshvFGTeD;Lovin' You Baby;{'0xWTQw2TL6j7mHGOTltsEW': 'White Plains'};618;607;-8616;289;392;0;939;128114;White Plains;M;29;2;Europe;Band
3dQVhh2jNpnLKqJyGiFPmP;Some Days You Gotta Dance;{'25IG9fa7cbdmCIy3OnuH57': 'Dixie Chicks'};626;903;-8072;694;307;7;909;170229;Dixie Chicks;M;74;39;North America;Band
0Fj3R6fZk7OnAYVmAvPCYa;Night and Day;{'13y0kncDD4J9wxCyfKr10W': 'Bette Midler'};578;505;-13012;253;181;7;316;133902;Bette Midler;F;61;24;North America;Solo
4nYjWHiRyaSIOY8Y9Jpcmz;Gimme Shelter;{'71cyZ6pH0KrM2MdtO8RGmy': 'Merry Clayton'};585;887;-5761;429;247;178;68;11739;Merry Clayton;F;43;18;North America;Solo
1LyoNDoAVyWqHWZNAzFYnE;Texas;{'12d4iIvTOk7JkI6ecvc3ca': 'The Charlie Daniels Band'};628;869;-6311;487;122;428;849;11832;The Charlie Daniels Band;M;63;27;North America;Band
0EDDzuxDc8oBkXV4X372Az;Coming Home Soldier;{'6bOYtKnpLPQSfMpS2ilotK': 'Bobby Vinton'};492;32;-1252;368;711;0;432;11317;Bobby Vinton;M;58;24;North America;Solo
7wjbSn8QHsxqKXU5M0jXGM;Eyes Open;{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'};598;724;-7226;344;667;187;299;137116;Taylor Swift;F;97;48;North America;Solo
34Tq4vFc9aiShjelMTEfdO;Stay The Same;{'3SIW6eVIZSz9V05WsaKIr3': 'Joey McIntyre'};629;553;-5773;297;249;0;285;130115;Joey McIntyre;M;39;38;North America;Solo
0j0n5CUS1g3QSwDWg8r5qq;Keeps Gettin' Better;{'1l7ZsJRRS8wlW3WfJfPfNS': 'Christina Aguilera'};645;697;-4733;285;739;842;25;130001;Christina Aguilera;F;81;47;North America;Solo
788Qk4xRInJH4pz7Kargs4;Love Takes A Long Time Growing;{'1MAzauDIpGIacm1p6x2zQe': 'Deon Jackson'};488;448;-10263;34;762;247;777;66508;Deon Jackson;M;24;0;North America;Solo
6RnTwnTuagJD3awcaOU8HZ;Insatiable;{'5a2EaR3hamoenG9rDuVn8j': 'Prince'};735;339;-11956;456;443;564;389;121779;Prince;M;77;39;North America;Solo
6YA1LnVI98LXUmtMKs3fIk;Bungle in the Jungle;{'6w6z8m4WXX7Tub4Rb6Lu7R': 'Jethro Tull'};61;583;-9804;371;109;0;909;104337;Jethro Tull;M;63;41;Europe;Band
0DnGfA1r8pAssJCuq4ojla;Still Got The Blues;{'23wr9RJZg0PmYvVFyNkQ4j': 'Gary Moore'};189;39;-14497;353;257;152;32;169563;Gary Moore;M;61;62;Europe;Solo
3VU3zumNd6EWA3z5aragNL;I Could Learn to Love You;{'3n36dQutJmGtlSEKSnYoaD': 'David Lapadat'};476;468;-7635;264;383;166;185;133721;David Lapadat;M;26;21;Europe;Solo
6hBTgdqH41QEnclGyB0yjy;Love On My Mind Tonight;{'3RwQ26hR2tJtA8F9p2n7jG': 'The Temptations'};717;524;-11085;327;371;341;507;100106;The Temptations;M;74;5;North America;Band
4Anh5Ti55P6SXG3H94QLqV;I Need You;{'35U9lQaRWSQISxQAB94Meo': 'America'};528;472;-10428;267;583;0;251;134099;America;M;72;56;Europe;Band
1MLwwcpFtV0oglR15naPif;You Got Me Walking;{'4VnomLtKTm9Ahe1tZfmZju': 'Jackie Wilson'};609;536;-9825;292;222;226;793;124323;Jackie Wilson;M;65;10;North America;Solo
6Vz7vzOpCwKeSQlfViibuY;Crazy;{'5GtMEZEeFFsuHY8ad4kOxv': 'Seal'};633;858;-742;473;208;114;725;102559;Seal;M;68;60;Europe;Solo
3MGJF1CDFGfjXESL2Heva0;F**kin' Perfect;{'1KCSPY1glIKqW2TotWuXOR': 'P!nk'};57;646;-4748;331;412;0;485;91954;P!nk;F;86;62;North America;Solo
6o8VXcbQThOEPRVoU36eYa;Story of Rock and Roll;{'2VIoWte1HPDbZ2WqHd2La7': 'The Turtles'};53;682;-8372;372;251;114;751;117716;The Turtles;M;64;8;North America;Band
3qjCZSc0Zleqi1rh1IhRzj;Birds Of A Feather;{'32HPpJAhgnGPT3V7UOggzi': 'Paul Revere & The Raiders'};531;783;-9737;622;335;0;748;178861;Paul Revere & The Raiders;M;56;10;North America;Band
2uZwyxrg6VPvlVsvclIfel;Where I Wanna Be;{'5KNqYrivNgVCHBssEUSu5B': 'Donell Jones'};664;396;-9131;298;52;0;453;102053;Donell Jones;M;61;58;North America;Solo
4w1lzcaoZ1IC2K5TwjalRP;A Thousand Miles;{'5ILrArfIV0tMURcHJN8Q07': 'Vanessa Carlton'};56;825;-3862;379;323;0;268;94931;Vanessa Carlton;F;69;75;North America;Solo
0M8Bgyd1DSROXVP0y2Z9Yw;I Don't Know What It Is But Sure Is Funky;{'3LnUnKJnfezw19rfp8hSxi': 'Ripple'};688;686;-6931;162;394;325;824;90992;Ripple;M;26;31;North America;Band
5Vy8PKv7gS5WDR1EUuk0Bf;It Ain't Me Babe;{'2VIoWte1HPDbZ2WqHd2La7': 'The Turtles'};418;547;-5992;335;253;0;574;122096;The Turtles;M;64;35;North America;Band
0Y6dPRfSOVgLzKpn7L741h;Good Little Girls;{'6zvltSMSFDRsPDs8IneC1A': 'Blue County'};668;808;-526;384;193;0;778;122001;Blue County;M;15;19;North America;Band
2hQU8LNZFUcXLUwqeABX3K;Don't Forget About Us;{'4iHNK0tOyZPYnBU7nGAgpQ': 'Mariah Carey'};7;529;-6816;395;422;0;386;143555;Mariah Carey;F;81;55;North America;Solo
2BPdf30LcfzDcPc2PDjbxG;Magic Bus;{'67ea9eGLXYMsO2eYQRui3w': 'The Who'};389;928;-8033;112;169;153;387;10272;The Who;M;75;10;Europe;Band
5zps32cgFG2c43QFKTBdlo;She Twerkin;{'7Kp7SzuRuNiPFCy7JIwnLx': 'Ca$h Out'};843;748;-3924;52;426;0;364;142015;Ca$h Out;M;52;46;North America;Solo
1RFbocoQe4VFQ6My79APq6;Storybook Children (Karaoke Version) - Originally Performed By Billy Vera & Judy Clay;{'6q6D8PiXlLQKNlCGjDyVrI': 'Albert 2 Stone'};649;593;-8023;383;17;647;294;65991;Albert 2 Stone;M;22;0;Europe;Solo
2S6NTY06U086L5o97sxlAG;Here It Comes;{'40bZG5ihgjqtufTvy8dz2u': 'MC Serch'};821;539;-12217;146;132;377;388;112429;MC Serch;M;29;19;North America;Solo
69mXEWkKtj1RxtI1ZtcCrR;Everything's the Same (Ain't Nothing Changed);{'6nNkKMkPl1qBCEW3Al9eVV': 'Billy Swan'};59;631;-10289;357;464;103;816;131754;Billy Swan;M;45;22;North America;Solo
2MMZ1Llts0rTaU834P2Xct;If I Fall You're Going Down with Me;{'25IG9fa7cbdmCIy3OnuH57': 'Dixie Chicks'};722;81;-7463;336;119;713;561;123272;Dixie Chicks;F;74;41;North America;Band
0i38ukkDaXt4bCP0osIbz0;Float On;{'6GpuL6WNTOVhmMl6lZbiKS': 'The Floaters'};609;665;-9866;312;285;159;874;9698;The Floaters;M;42;42;North America;Band
4NiLA925TInZScMbchk8Pg;I'm A Believer;{'3gKPME3EjakIpyBUZrWPTh': 'GIANT'};466;833;-11137;608;144;122;319;108686;GIANT;M;37;31;North America;Band
2WX2HSBKkcKVvqTukHZS22;How Do I Make You;{'1sXbwvCQLGZnaH0Jp2HTVc': 'Linda Ronstadt'};42;822;-8269;542;427;383;843;165936;Linda Ronstadt;F;64;31;North America;Solo
6rvKqjSuVP02HzGiV4G4iq;All the Way Home;{'1MT1Wz4G9Z9EVOg4L5zZMS': 'Tamar Braxton'};652;663;-5318;378;807;259;254;10799;Tamar Braxton;F;54;50;North America;Solo
432sayf1MnXkDhFU1J9yTZ;My Honey And Me;{'5Pek6HAr0BoHD9P1RuA7d5': 'Luther Ingram'};702;746;-7861;37;206;0;85;126547;Luther Ingram;M;36;1;North America;Solo
6RbvfVblYgW4cL53sWAhE7;Move Over;{'1WRM9i067hd2ujxxi8FI3m': 'Steppenwolf'};479;709;-14256;308;111;391;963;133905;Steppenwolf;M;68;30;North America;Band
6W3mSLxUNqVUtSjgJfjBPY;Anything;{'70tMW5bZT3TJUa1CWtfVkq': 'Eric Burdon & the Animals'};522;246;-18457;298;213;197;324;88287;Eric Burdon & the Animals;M;43;7;Europe;Band
5p8usctaD0x2lprysDwstM;Long Legged Girl (With the Short Dress On);{'43ZHCT0cAZBISjO8DG9PnE': 'Elvis Presley'};647;761;-9571;505;398;0;961;107059;Elvis Presley;M;81;14;North America;Solo
0TepCB1npldYLV9vWk8L2F;It Must Be Him;{'3tM3DTmG7ahfACzwqtazLD': 'Vikki Carr'};494;472;-1002;533;786;319;746;108482;Vikki Carr;F;50;37;North America;Solo
2biWZ2wYVEW5c3bhA7FMMY;Voyeur;{'5PN2aHIvLEM98XIorsPMhE': 'Kim Carnes'};616;894;-8045;373;504;166;624;138459;Kim Carnes;F;63;18;North America;Solo
0inlixqQpYphAQY7K38NAZ;Hey Deanie;{'6XJ5IHDtW2OkjtwVllkANt': 'Shaun Cassidy'};624;769;-10718;28;182;437;96;130184;Shaun Cassidy;M;34;24;North America;Solo
2QzLYgjE7zTj1lb6Wi1aPx;Jerk Out #3;{'1EgGVV9cmmlLEsFlunjmvv': 'The Time'};792;897;-6777;537;239;999;9;120639;The Time;M;47;27;North America;Band
67trulk6j7vx2hYGXiJAxq;Give It to Me;{'69Mj3u4FTUrpyeGNSIaU6F': 'The J. Geils Band'};601;531;-13784;431;475;229;818;117676;The J. Geils Band;M;63;34;North America;Band
5z2tiRdq9QkiBNODdTFCKv;Boots (Made Famous by The Killers);{'4USFzlJddHfaZpNeXN0JPn': 'The Future Hit Makers'};549;572;-6974;249;878;175;44;99002;The Future Hit Makers;M;27;3;North America;Band
5Xzm20FJOt49zsQ8R10JCj;Daddy Won't Sell the Farm;{'3bGXaFVQLASmDMdjjeJr8a': 'Montgomery Gentry'};697;727;-7043;293;113;242;697;119895;Montgomery Gentry;M;65;34;North America;Band
7gRPARHLsDZaf3QxSTuKT8;Every Day of the Week;{'7ypgj95aGInvJMJbMv78wB': 'Jade'};757;68;-8857;338;39;0;83;97381;Jade;F;49;30;North America;Band
59D1ABymMZNQLxBHYsfaq0;Fallen;{'6lHL3ubAMgSasKjNqKb8HF': 'Mýa'};665;609;-8188;468;11;128;387;94452;Mýa;F;67;53;North America;Solo
0FO5CkdIFiKOJNETXTyCMS;Your Mama Don't Dance;{'1fBCIkoPOPCDLUxGuWNvyo': 'Poison'};534;931;-3606;613;185;0;832;150359;Poison;M;68;47;North America;Band
2qqqDzzl3nt2ICOy8uH0h6;I'm That Type Of Guy;{'1P8IfcNKwrkQP5xJWuhaOC': 'LL Cool J'};853;715;-6155;136;352;547;868;11946;LL Cool J;M;67;29;North America;Solo
5QW1EprEeYRlalLAAlo0d6;She's Strange;{'545idYhdloaSlLGBY8E9u2': 'Cameo'};823;604;-11807;898;137;22;878;108999;Cameo;M;59;40;North America;Band
1NUlvhVbneoiwQpU2FkeBE;I Don't Want To See You Again;{'6lHC2EQMEMZiEmSfFloarn': 'Peter And Gordon'};587;61;-8129;34;871;54;882;127629;Peter And Gordon;M;43;1;North America;Band
1gueg20CTtlJAEXtBXisRT;To Be a Lover;{'52uMkSFt2RVO6XxTEt5VeW': 'Gene Chandler'};52;511;-9132;447;559;0;692;146711;Gene Chandler;M;46;1;North America;Solo
3YVWfNPythzlRcQaf4rrMK;Bluebird;{'0Sq7oGrYEe0BDmb13wgjOO': 'Helen Reddy'};638;562;-10029;405;167;147;745;98759;Helen Reddy;F;48;0;North America;Solo
0l3GEbH3CviUytD6iX4wzg;Right Thurr;{'3s2wTjWxK8NOX09dmsvVOh': 'Chingy'};866;749;-3977;253;15;0;891;92077;Chingy;M;63;66;North America;Solo
7CkbRn6S0itJqcqn88AtSV;going down!;{'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'};873;663;-4086;15;216;356;525;135499;XXXTENTACION;M;93;67;North America;Solo
3D3lmTEhuWaunO1yxpYPD8;You're in Love;{'3tufWJzpCiAGleBt5TkmTn': 'Ratt'};567;867;-11541;484;384;88;535;146008;Ratt;M;60;54;North America;Band
0E29BKKGCJHcb7b9oIWgGB;Calling All Angels;{'3FUY2gzHeIiaesXtOAdB7A': 'Train'};454;839;-5368;441;746;0;529;166166;Train;M;78;57;North America;Band
6jQ6GBVE5d68RNcxLPAzYl;I Don't Want to Go on Without You;{'1FqqOl9itIUpXr4jZPIVoT': 'The Drifters'};422;219;-12298;26;352;802;492;75968;The Drifters;M;64;7;North America;Band
2QfKc8legewqv57qec4B0D;Young Blood;{'5AEG63ajney2BoDXi0Vb84': 'Bad Company'};487;698;-9416;316;368;0;456;116141;Bad Company;M;66;10;Europe;Band
78zYiMv9yNTHgmm6kaUPCm;Saturday Night;{'3r9TXuXfOUxXjgYgAR0fP8': 'Bay City Rollers'};514;681;-10026;65;199;356;913;136821;Bay City Rollers;M;52;51;Europe;Band
06zhAbI8721iEjfdXMbxK7;Why Must We Wait Until Tonight;{'1zuJe6b1roixEKMOtyrEak': 'Tina Turner'};734;55;-12691;32;399;913;672;8975;Tina Turner;F;72;24;North America;Solo
709C7jhLvAmJdZXmExrdWk;High Maintenance Woman;{'2bA6fzP0lMAQ4kz6CF61w8': 'Toby Keith'};648;912;-3879;336;313;0;799;123024;Toby Keith;M;73;35;North America;Solo
4yF1MMnWN4jNRo3CvzsvDd;S-W-I-M (Alternate Version);{'5oMWW19j0AXl7Sy4Xn9rmg': 'Bobby Freeman'};413;747;-5205;182;4;851;63;17161;Bobby Freeman;M;36;0;North America;Solo
4uR9G2lgjfmYmATfxeVc1x;New World Coming;{'5jX7X3kRkfJTRqAdT7RcHk': 'Cass Elliot'};497;279;-15172;287;328;387;569;110054;Cass Elliot;F;46;22;North America;Solo
3dMfZ2Nk39g1WUfbzPAz3v;Here's to You;{'5ND1l6L0UQD7KoAnMupeYY': 'Hamilton Camp'};572;447;-14607;461;782;0;537;11954;Hamilton Camp;M;9;0;Europe;Solo
3yfqSUWxFvZELEM4PmlwIR;The Real Slim Shady;{'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'};95;665;-4286;61;339;0;76;104504;Eminem;M;94;77;North America;Solo
2f5N826udWfjT9iomeaBJt;If You're Gone;{'3Ngh2zDBRPEriyxQDAMKd1': 'Matchbox Twenty'};544;659;-7191;298;427;133;361;109933;Matchbox Twenty;M;71;63;North America;Band
2qdVHdkLxKntNjPh3Ssz7s;You Were Mine;{'25IG9fa7cbdmCIy3OnuH57': 'Dixie Chicks'};542;346;-6598;296;342;0;173;139856;Dixie Chicks;F;74;54;North America;Band
2D52zjCyqEIQa221lhw6uk;This Is War;{'0RqtSIYZmd4fiBKVFqyIqD': 'Thirty Seconds To Mars'};404;723;-526;571;661;191;225;160048;Thirty Seconds To Mars;M;73;65;North America;Band
4TIkesxpN5caX6XpsiirnH;If Ever You're in My Arms Again;{'49iKbKGqgn8OESkW5WduX0': 'Peabo Bryson'};599;442;-9755;239;667;0;415;96213;Peabo Bryson;M;62;58;North America;Solo
4ENfuBZB2HtwR1w89CSfvK;In Walked Love;{'5nPz5R1FDPTMI3Dw4JnTGb': 'Exposé'};574;749;-8316;306;216;963;529;115174;Exposé;F;49;5;North America;Band
5KGLcZLBCAqdPP6sa5zLYs;Revolution;{'3WrFJ7ztbogyGnTHbHJFl2': 'The Beatles'};507;855;-763;63;294;15;817;120913;The Beatles;M;90;41;Europe;Band
5qA1ZrjjVLh1cL9GZOFdNm;Time Has Come Today;{'0OwaxYpG77PWKSLtj1QzG8': 'The Chambers Brothers'};528;514;-11909;133;252;894;44;122872;The Chambers Brothers;M;42;50;North America;Band
23fy5X54mtOCYOb2cZ03wl;I Think You'll Remember Tonight;{'4lIZtBdj4HBILP2wAzPILy': 'Axe'};66;673;-8557;291;178;324;602;111268;Axe;M;29;15;North America;Band
2ZMO4x1D3aeXP1ISozKOnU;Love Is A Killer;{'4wlPkvHKZzP2K8wtBzFRyY': 'Vixen'};417;681;-9796;359;224;124;257;186238;Vixen;F;47;38;North America;Band
38Q6YF0TO7E4Dq6K0zdVUk;What The World Needs;{'4yiXkMbxDIZ3jgEG89NSC1': 'Wynonna'};539;74;-5566;49;194;0;675;170054;Wynonna;F;51;22;North America;Solo
0Vi4ZXK6QyFxwBEAzxyEO9;Lipstick;{'15jHZ1EZwmm2QDjKctvqJQ': 'Suzi Quatro'};686;7;-8196;385;607;168;967;132302;Suzi Quatro;F;57;19;North America;Solo
6sRJSTw7fmRzlFGcykUqeI;Flyin';{'5LRNWnDWFkMtRmlxtYdW3I': 'Prism'};397;725;-14278;102;159;626;619;117597;Prism;M;37;5;North America;Band
1naVD19eofGpFf6wosmHIe;And I Love You So;{'5v8jlSmAQfrkTjAlpUfWtu': 'Perry Como'};415;22;-1747;261;878;651;268;90267;Perry Como;M;59;50;North America;Solo
0eFndjUBaTQdO81uRO9lBL;Sunshine;{'7gyVuJLsatWofXCAw1SGxM': 'Jonathan Edwards'};709;347;-15387;697;371;0;832;125268;Jonathan Edwards;M;42;31;North America;Solo
1EZmeztCbpOM1vqDlGyJLQ;This Is My Night;{'6mQfAAqZGBzIfrmlZCeaYT': 'Chaka Khan'};73;873;-12086;706;129;179;698;108886;Chaka Khan;F;69;29;North America;Solo
